"title","year","genres","rating"
"From Russia with Love","1963","action,adventure,thriller","7.4 base on 113,736 votes"
"Sin-gwa ham-kke: Jwi-wa beol","2017","action,drama,fantasy","7.3 base on 10,846 votes"
"13 Hours","2016","action,drama,history,thriller,war","7.3 base on 112,802 votes"
"The Lego Batman Movie","2017","action,animation,comedy,family","7.3 base on 126,449 votes"
"Okja","2017","action,adventure,drama","7.3 base on 95,174 votes"
"Dragon Ball Z: Doragon bôru Z - Fukkatsu no 'F'","2015","action,adventure,animation,comedy,family,fantasy","7.3 base on 19,665 votes"
"Mardaani","2014","action,crime,drama,thriller","7.3 base on 11,006 votes"
"Avengers: Age of Ultron","2015","action,adventure","7.3 base on 714,266 votes"
"I","2015","action,drama,thriller","7.3 base on 18,295 votes"
"American Sniper","2014","action,biography,drama,war","7.3 base on 424,302 votes"
"The Accountant","2016","action,crime,drama,thriller","7.3 base on 250,168 votes"
"Eye in the Sky","2015","action,drama,thriller,war","7.3 base on 76,391 votes"
"Black Panther","2018","action,adventure","7.3 base on 583,056 votes"
"The Man from U.N.C.L.E.","2015","action,adventure,comedy","7.3 base on 258,265 votes"
"Fast Five","2011","action,adventure,crime,thriller","7.3 base on 344,219 votes"
"Rise of the Guardians","2012","action,adventure,animation,comedy,family,fantasy","7.3 base on 152,143 votes"
"Hwanghae","2010","action,crime,drama,thriller","7.3 base on 17,770 votes"
"Ghajini","2008","action,drama,mystery,thriller","7.3 base on 54,782 votes"
"RocknRolla","2008","action,crime,thriller","7.3 base on 228,988 votes"
"Max Manus","2008","action,biography,drama,history,war","7.3 base on 25,792 votes"
"The Adventures of Tintin","2011","action,adventure,animation,family,mystery","7.3 base on 211,309 votes"
"Flammen & Citronen","2008","action,drama,history,romance,thriller,war","7.3 base on 17,098 votes"
"Joheunnom nabbeunnom isanghannom","2008","action,adventure,comedy,western","7.3 base on 32,397 votes"
"Dhamaal","2007","action,adventure,comedy","7.3 base on 12,351 votes"
"Jerusalema","2008","action,crime,drama","7.3 base on 10,199 votes"
"Ant-Man","2015","action,adventure,comedy","7.3 base on 546,091 votes"
"Rescue Dawn","2006","action,biography,drama,thriller,war","7.3 base on 98,713 votes"
"Alita: Battle Angel","2019","action,adventure,thriller","7.3 base on 209,083 votes"
"Brick","2005","action,crime,drama,mystery,thriller","7.3 base on 99,091 votes"
"Pirates of the Caribbean: Dead Man's Chest","2006","action,adventure,fantasy","7.3 base on 638,890 votes"
"Layer Cake","2004","action,crime,drama,thriller","7.3 base on 162,107 votes"
"Mou gaan dou II","2003","action,crime,drama,thriller","7.3 base on 16,336 votes"
"Dawn of the Dead","2004","action,horror","7.3 base on 228,678 votes"
"The Life Aquatic with Steve Zissou","2004","action,adventure,comedy,drama,romance","7.3 base on 173,944 votes"
"Spider-Man 2","2004","action,adventure","7.3 base on 527,332 votes"
"Siu Lam juk kau","2001","action,comedy,family,fantasy,sport","7.3 base on 72,364 votes"
"Ghulam","1998","action,crime,drama,thriller","7.3 base on 10,613 votes"
"Spider-Man","2002","action,adventure","7.3 base on 669,501 votes"
"Ronin","1998","action,crime,thriller","7.3 base on 167,729 votes"
"The Negotiator","1998","action,crime,drama,mystery,thriller","7.3 base on 127,009 votes"
"Enemy of the State","1998","action,thriller","7.3 base on 221,996 votes"
"Men in Black","1997","action,adventure,comedy","7.3 base on 502,174 votes"
"Grosse Pointe Blank","1997","action,comedy,crime,romance,thriller","7.3 base on 85,739 votes"
"Face/Off","1997","action,crime,thriller","7.3 base on 340,320 votes"
"Crimson Tide","1995","action,drama,thriller,war","7.3 base on 97,876 votes"
"Natural Born Killers","1994","action,crime,drama","7.3 base on 210,241 votes"
"Wong Fei Hung","1991","action,adventure,history","7.3 base on 16,676 votes"
"Point Break","1991","action,crime,thriller","7.3 base on 150,132 votes"
"Nikita","1990","action,thriller","7.3 base on 65,601 votes"
"Fei ying gai wak","1991","action,adventure,comedy,crime,thriller","7.3 base on 18,012 votes"
"Willow","1988","action,adventure,drama,fantasy,romance","7.3 base on 97,910 votes"
"They Live","1988","action,horror,thriller","7.3 base on 104,621 votes"
"The Transformers: The Movie","1986","action,adventure,animation,family","7.3 base on 36,728 votes"
"Big Trouble in Little China","1986","action,adventure,comedy,fantasy","7.3 base on 119,243 votes"
"To Live and Die in L.A.","1985","action,crime,drama,thriller","7.3 base on 27,917 votes"
"Beverly Hills Cop","1984","action,comedy,crime,thriller","7.3 base on 157,101 votes"
"Superman","1978","action,adventure,drama","7.3 base on 154,723 votes"
"Meng long guo jiang","1972","action,adventure,crime,drama,thriller","7.3 base on 30,624 votes"
"The Italian Job","1969","action,comedy,crime,thriller","7.3 base on 39,823 votes"
"The Professionals","1966","action,adventure,western","7.3 base on 13,453 votes"
"Jason and the Argonauts","1963","action,adventure,family,fantasy","7.3 base on 22,863 votes"
"Dr. No","1962","action,adventure,thriller","7.3 base on 142,662 votes"
"Little Caesar","1931","action,crime,drama,romance","7.3 base on 11,553 votes"
"Anthropoid","2016","action,biography,drama,history,romance,thriller,war","7.2 base on 41,539 votes"
"The Siege of Jadotville","2016","action,drama,history,thriller,war","7.2 base on 28,705 votes"
"NH10","2015","action,crime,drama,thriller","7.2 base on 11,701 votes"
"Bajirao Mastani","2015","action,drama,history,romance,war","7.2 base on 30,233 votes"
"Kkeut-kka-ji-gan-da","2014","action,crime,thriller","7.2 base on 10,045 votes"
"American Made","2017","action,biography,comedy,crime,drama","7.2 base on 150,515 votes"
"Fast & Furious 7","2015","action,adventure,thriller","7.2 base on 350,297 votes"
"Kraftidioten","2014","action,crime,drama,thriller","7.2 base on 23,699 votes"
"'71","2014","action,crime,drama,thriller,war","7.2 base on 48,892 votes"
"Holiday","2014","action,thriller","7.2 base on 24,551 votes"
"Dragon Ball Z: Doragon bôru Z - Kami to Kami","2013","action,adventure,animation,comedy,family,fantasy","7.2 base on 25,591 votes"
"Choi-jong-byeong-gi hwal","2011","action,history,war","7.2 base on 10,805 votes"
"Into the White","I (2012)","action,biography,drama,history,war","7.2 base on 19,134 votes"
"War Horse","2011","action,adventure,drama,history,war","7.2 base on 142,806 votes"
"The Hunger Games","2012","action,adventure,thriller","7.2 base on 823,396 votes"
"Kung Fu Panda 2","2011","action,adventure,animation,comedy,family,fantasy","7.2 base on 244,066 votes"
"Iron Man Three","2013","action,adventure","7.2 base on 732,797 votes"
"Harry Brown","2009","action,crime,drama,thriller","7.2 base on 82,930 votes"
"21 Jump Street","2012","action,comedy,crime","7.2 base on 497,948 votes"
"Micmacs à tire-larigot","2009","action,comedy,crime","7.2 base on 28,286 votes"
"Defiance","I (2008)","action,drama,history,thriller,war","7.2 base on 134,751 votes"
"Megamind","2010","action,animation,comedy,family","7.2 base on 220,053 votes"
"Shooter","I (2007)","action,drama,thriller","7.2 base on 302,896 votes"
"The Croods","2013","action,adventure,animation,comedy,family,fantasy","7.2 base on 184,895 votes"
"Don","I (2006)","action,crime,thriller","7.2 base on 33,288 votes"
"The Equalizer","2014","action,crime,thriller","7.2 base on 320,746 votes"
"Mongol","2007","action,biography,drama,history,war","7.2 base on 43,657 votes"
"Banlieue 13","2004","action,crime,thriller","7.2 base on 65,292 votes"
"Friday Night Lights","2004","action,drama,sport","7.2 base on 57,295 votes"
"Fainaru fantajî sebun adobento chirudoren","2005","action,adventure,animation,drama,family,fantasy,mystery,thriller","7.2 base on 54,438 votes"
"Team America: World Police","2004","action,comedy","7.2 base on 156,294 votes"
"Ong-bak","2003","action,crime,thriller","7.2 base on 69,749 votes"
"King Kong","2005","action,adventure,drama,romance","7.2 base on 381,440 votes"
"Kingdom of Heaven","2005","action,adventure,drama,history,war","7.2 base on 260,355 votes"
"We Were Soldiers","2002","action,drama,history,war","7.2 base on 126,723 votes"
"The Matrix Reloaded","2003","action","7.2 base on 501,061 votes"
"The Patriot","2000","action,drama,history,war","7.2 base on 248,192 votes"
"Thursday","1998","action,comedy,crime,drama,mystery,thriller","7.2 base on 16,702 votes"
"Starship Troopers","1997","action,adventure,thriller","7.2 base on 260,424 votes"
"From Dusk Till Dawn","1996","action,crime,horror","7.2 base on 278,021 votes"
"Strange Days","1995","action,crime,drama,thriller","7.2 base on 65,270 votes"
"GoldenEye","1995","action,adventure,thriller","7.2 base on 232,597 votes"
"Desperado","1995","action,crime,thriller","7.2 base on 167,158 votes"
"True Lies","1994","action,comedy,thriller","7.2 base on 230,364 votes"
"Speed","1994","action,adventure,thriller","7.2 base on 318,570 votes"
"Dung che sai duk","1994","action,drama","7.2 base on 12,610 votes"
"In the Line of Fire","1993","action,crime,drama,thriller","7.2 base on 89,262 votes"
"Star Trek VI: The Undiscovered Country","1991","action,adventure,thriller","7.2 base on 68,201 votes"
"State of Grace","1990","action,crime,drama,romance,thriller","7.2 base on 20,178 votes"
"Die Hard 2","1990","action,thriller","7.2 base on 326,917 votes"
"Sono otoko, kyôbô ni tsuki","1989","action,crime,drama,thriller","7.2 base on 10,055 votes"
"Lethal Weapon 2","1989","action,crime,thriller","7.2 base on 157,143 votes"
"The Hitcher","1986","action,thriller","7.2 base on 42,091 votes"
"Kyûketsuki hantâ D","1985","action,animation,fantasy,horror","7.2 base on 12,747 votes"
"Silverado","1985","action,crime,drama,romance,western","7.2 base on 36,380 votes"
"Runaway Train","1985","action,adventure,drama,thriller","7.2 base on 25,861 votes"
"Kuai can che","1984","action,comedy,crime,romance","7.2 base on 11,311 votes"
"The Karate Kid","1984","action,drama,family,sport","7.2 base on 166,835 votes"
"Southern Comfort","1981","action,thriller","7.2 base on 15,635 votes"
"Escape from New York","1981","action,adventure","7.2 base on 120,427 votes"
"The Driver","1978","action,crime,thriller","7.2 base on 13,467 votes"
"I due superpiedi quasi piatti","1977","action,adventure,comedy,crime","7.2 base on 10,078 votes"
"The Three Musketeers","1973","action,adventure","7.2 base on 14,961 votes"
"Magnum Force","1973","action,crime,mystery,thriller","7.2 base on 54,057 votes"
"Vanishing Point","1971","action,crime,thriller","7.2 base on 25,850 votes"
"Django","1966","action,western","7.2 base on 23,803 votes"
"The Great Race","1965","action,adventure,comedy,family,romance,sport,western","7.2 base on 15,520 votes"
"Hatari!","1962","action,adventure,comedy,drama,romance","7.2 base on 11,343 votes"
"Gantz: O","2016","action,animation,drama,fantasy,horror,thriller","7.1 base on 11,179 votes"
"Brawl in Cell Block 99","2017","action,crime,drama,thriller","7.1 base on 54,749 votes"
"Kaabil","2017","action,drama,thriller","7.1 base on 23,418 votes"
"Theri","2016","action,drama","7.1 base on 12,316 votes"
"Ant-Man and the Wasp","2018","action,adventure,comedy","7.1 base on 288,137 votes"
"Sicario: Day of the Soldado","2018","action,adventure,crime,drama,mystery,thriller","7.1 base on 115,784 votes"
"Lo chiamavano Jeeg Robot","2015","action,drama","7.1 base on 12,493 votes"
"Allied","2016","action,drama,romance,thriller,war","7.1 base on 135,885 votes"
"Yip Man 3","2015","action,biography,drama","7.1 base on 45,521 votes"
"Everest","2015","action,adventure,biography,drama,thriller","7.1 base on 190,790 votes"
"Star Trek Beyond","2016","action,adventure,thriller","7.1 base on 220,671 votes"
"Das finstere Tal","2014","action,drama,western","7.1 base on 11,491 votes"
"Gabbar is Back","2015","action","7.1 base on 21,925 votes"
"Kung Fu Panda 3","2016","action,adventure,animation,comedy,family,fantasy","7.1 base on 127,513 votes"
"Yip Man 4","2019","action,biography,drama,history","7.1 base on 16,735 votes"
"The Young and Prodigious T.S. Spivet","2013","action,adventure,comedy,drama,family","7.1 base on 16,357 votes"
"Furious 6","2013","action,adventure,thriller","7.1 base on 360,338 votes"
"Deepwater Horizon","2016","action,drama,history,thriller","7.1 base on 144,373 votes"
"Wu xia","2011","action,crime,drama,thriller","7.1 base on 13,440 votes"
"Snowpiercer","2013","action,drama","7.1 base on 291,159 votes"
"Yip Man chin chyun","2010","action,biography,drama,history,sport","7.1 base on 30,751 votes"
"Dredd","2012","action,crime","7.1 base on 244,085 votes"
"Enthiran","2010","action","7.1 base on 24,207 votes"
"Don 2","2011","action,crime,thriller","7.1 base on 48,152 votes"
"Bronson","2008","action,biography,crime,drama","7.1 base on 116,182 votes"
"Planet Terror","2007","action,adventure,comedy,horror,thriller","7.1 base on 196,100 votes"
"Brothers","I (2009)","action,drama,thriller,war","7.1 base on 108,125 votes"
"Body of Lies","2008","action,drama,thriller","7.1 base on 208,274 votes"
"Rocky Balboa","2006","action,drama,sport","7.1 base on 199,155 votes"
"9","I (2009)","action,adventure,animation,drama,family,horror,mystery","7.1 base on 130,103 votes"
"Gwoemul","2006","action,drama,horror","7.1 base on 99,887 votes"
"OSS 117: Le Caire, nid d'espions","2006","action,adventure,comedy,crime","7.1 base on 17,817 votes"
"Pirates of the Caribbean: At World's End","2007","action,adventure,fantasy","7.1 base on 580,283 votes"
"Shazam!","2019","action,adventure,comedy,fantasy","7.1 base on 232,011 votes"
"Real Steel","2011","action,drama,family,sport","7.1 base on 291,264 votes"
"Tom yum goong","2005","action,crime,drama,thriller","7.1 base on 34,501 votes"
"Flags of Our Fathers","2006","action,adventure,drama,history,war","7.1 base on 115,045 votes"
"9 rota","2005","action,drama,history,war","7.1 base on 19,336 votes"
"36 Quai des Orfèvres","2004","action,crime,drama,thriller","7.1 base on 16,005 votes"
"Tere Naam","2003","action,drama,romance","7.1 base on 15,720 votes"
"I, Robot","2004","action,drama,thriller","7.1 base on 486,725 votes"
"Live Free or Die Hard","2007","action,thriller","7.1 base on 381,794 votes"
"Wazir","I (2016)","action,crime,drama,mystery,thriller","7.1 base on 16,657 votes"
"Musa","2001","action,drama,history,war","7.1 base on 10,587 votes"
"Spy Game","2001","action,crime,thriller","7.1 base on 141,377 votes"
"Koi... Mil Gaya","2003","action,drama,romance","7.1 base on 20,278 votes"
"Payback","I (1999)","action,crime,drama,thriller","7.1 base on 128,712 votes"
"Blade","1998","action,horror","7.1 base on 237,599 votes"
"Three Kings","1999","action,adventure,comedy,drama,war","7.1 base on 157,267 votes"
"Mission: Impossible","1996","action,adventure,thriller","7.1 base on 375,898 votes"
"Stargate","1994","action,adventure","7.1 base on 170,977 votes"
"Juice","1992","action,crime,drama,thriller","7.1 base on 22,815 votes"
"Lik wong","1991","action,comedy,thriller","7.1 base on 12,125 votes"
"Ging chaat goo si juk jaap","1988","action,comedy,crime,thriller","7.1 base on 16,437 votes"
"No Way Out","1987","action,crime,drama,mystery,romance,thriller","7.1 base on 34,031 votes"
"The Monster Squad","1987","action,comedy,fantasy,horror","7.1 base on 26,758 votes"
"Lung hing foo dai","1986","action,adventure,comedy","7.1 base on 17,006 votes"
"Highlander","1986","action,adventure,fantasy","7.1 base on 117,965 votes"
"WarGames","1983","action,adventure,drama,thriller","7.1 base on 87,477 votes"
"The Spy Who Loved Me","1977","action,adventure,thriller","7.1 base on 94,891 votes"
"The Poseidon Adventure","1972","action,adventure,drama,thriller","7.1 base on 39,549 votes"
"Tang shan da xiong","1971","action,crime,drama,thriller","7.1 base on 23,356 votes"
"Von Ryan's Express","1965","action,adventure,war","7.1 base on 12,312 votes"
